Codificación,TítuloCompletoEspañol,TítuloCompletoInglés,Descripción,Estatus,TítuloAbreviadoEspañol,TítuloAbreviadoInglés,Créditos,HorasContacto,Año,Semestre,Requisito,Electiva,CursosPrerrequisitos,CursosCorrequisitos,Comentarios,AnejosComentarios,Anejos,FechaUltimaRevisión,Programa,AnejosCometarios
PHSC_8300,Temas Especiales en Ciencias Farmacéuticas,Special Topics in Pharmaceutical Sciences,"Este curso está dirigido a los estudiantes del programa de Doctorado en Filosofía (PhD) en Ciencias Farmacéuticas. En el curso se presentan los últimos avances y hallazgos de investigación recientes en Ciencias Farmacéuticas para brindar a los estudiantes la oportunidad de que profundicen en temas innovadores y oportunos relacionados con los nuevos enfoques y avances en este campo. A través de conferencias interactivas, discusiones grupales y otras metodologías de aprendizaje activo se espera que el estudiante esté familiarizado y actualizado con los nuevos desarrollos en esta área de conocimiento. El curso se ofrecerá en modalidad presencial.",1,Temas Espec Ciencias Farma,Special Topics Pharm Scien,,,,2,False,True,,,"Crédito Variable: Credits/Hours: 1 - 3 credits/ semester (18 – 54 hours)_x000d_
_x000d_
Aprobado en Octubre 2024. Vigente desde Enero 2025.",,2024-08-22 RRamirez-YPedrogo codif PHSC 8300.pdf;Carta Solicitud Creacion de curso Special Topics Pharma Sc.pdf;PHSC 8300 - TemasEspecialesEnCsFarmacéuticas.pdf;PHSC 8300 - TemasEspecialesEnCsFarmacéuticas-Registro.pdf;PHSC 8300-Special Topics in Pharmaceutical Sciences.docx;PHSC8XXX_REV ODA_Special Topics in Pharmaceutical Sciences_7nov2022-Rev_jha (1)_Curso NUEVO_BPP_EAC (2).docx,,PhD,
PHSC_8335,Ética en la Investigación,Ethics in Research,"Este curso, a través de lecturas y discusiones en grupo, presenta y analiza asuntos específicos relacionados con integridad científica como publicaciones y autoría, mantenimiento de registro científico, manejo y apropiación de datos, revisión de pares y mentoría. Comportamiento relacionado a conducta inapropiada en investigación será analizada a fondo. El curso también presenta y analiza asuntos específicos relacionados con propiedad intelectual y la protección de participantes humanos en investigación científica. El curso pretende concientizar al estudiante en asuntos éticos en investigación de manera que el comportamiento ético se cumpla a través de su carrera.",1,Etica en Invest,Ethics in Res,2.0,36.0,1.0,2,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,10-Prontuario Ethics in Research.docx;PHSC 8335 Ethics in Research_7nov2022.docx;Prontuario Ethics in Research_04Abr21.docx,2022-11-07,PhD,
PHSC_8338,"Calidad, Negocios y Administracion de Proyecto","Business, Quality and Project Management","El objetivo del curso es sentar las bases y principios para una sólida comprensiónmdel negocio, calidad y gestión de proyectos e introduce el concepto de emprendimiento a la vida en su profesión. El curso cubre las competencias clave para la planificación y control de proyectos, iniciativas de mejora de la calidad líder y comprensión de relaciones interpersonales que impulsan los resultados del proyecto con éxito. Centrándose en la introducción de nuevos productos y procesos, el curso discute el ciclo de vida de la gestión del proyecto, definiendo parámetros del proyecto, retos de la gestión matricial, herramientas y técnicas efectivas de gestión de proyectos y el papel de un director de proyecto. Los principios de Lean Manufacturing serán una parte integral del curso. El estudiante desarrollará el conocimiento y habilidades necesarias para administrar sus equipos, horarios, riesgos y recursos para producir el resultado deseado. ",1,"Calid, Neg y Adm de Proyect",Bus Qual & Proj Manag,3.0,54.0,1.0,2,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,"11-Prontuario Business, Quality and Project Management.docx;PHSC 8338 Business, Quality and Project Management_7nov2022.docx;Prontuario Business, Quality and Project Management_04Abr21.docx",2022-11-07,PhD,
PHSC_8425,Rotación de Laboratorio,Laboratory Rotation,"En esta experiencia de laboratorio el estudiante rotará por tres facilidades de investigación donde conducirán proyectos bajo la supervisión de un miembro de facultad. Esta experiencia práctica expondrá al estudiante a diversos tópicos en el área de ciencias farmacéuticas. Además, el estudiante adquirirá entrenamiento inicial en diversas técnicas y aplicará los conceptos de diseño experimental en escenario real. Se espera que al finalizar este curso el estudiante sea capaz de seleccionar el tema de su trabajo de tesis y un asesor principal. ",1,Rotac Lab,Lab Rotat,1.0,108.0,1.0,1,False,False,Ninguno,,"Cambio horas contacto y créditos (30 de mayo de 2024)_x000d_
_x000d_
Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,12-Prontuario Laboratory Rotation.docx;2024-05-30 RRamirez-CCadilla modif PHSC 8425 8601 8602.pdf;PHSC 8425 Laboratory Rotation_7nov2022.docx;Prontuario Laboratory Rotation_04Abr21.docx,2022-11-07,PhD,
PHSC_8427,Ingeniería Farmacéutica y Operaciones Unitarias,Pharmaceutical Engineering and Unit Operations,"Presenta las operaciones unitarias y los principios de ingeniería involucrados en la manufactura de productos farmacéuticos, desde el aislamiento y la purificación de ingredientes farmacéuticos activos (API) hasta la producción final de productos farmacéuticos. Las regulaciones a discutir incluyen la calidad por diseño (QbD) y las tecnologías analíticas de proceso (PAT) de operaciones unitarias, tales como destilación, extracción, cristalización, filtración, secado, molido, mezcla, granulación y formación de comprimidos. ",1,Ing Farm y Oper Unit,Pharm Eng & Unit Oper,3.0,54.0,2.0,1,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,13-Prontuario Pharmaceutical Engineering and Unit Operations.docx;PHSC 8427 Pharmaceutical Engineering and Unit Operations_7nov2022.docx;Prontuario Pharmaceutical Engineering and Unit Operations_04Abr21.docx,2022-11-07,PhD,
PHSC_8436,Formulacion Farmaceutica y Mecanismo de Envío de Drogas,Pharmaceutical Formulation and Drug Delivery,"Este curso se enfoca en el desarrollo de formulaciones farmacéuticas (producto farmacéutico) incluyendo los aspectos teóricos de diferentes formas de dosificación y su mecanismo de envío. El curso seguirá los principios de “Quality by Design” (QbD) para el desarrollo de la formulación, resaltando en las etapas de (I) selección de ingrediente activo y excipientes, (II) consideraciones biofarmaceuticas, (III) consideraciones fisico-quimicas, y (IV) consideraciones de manufactura. Para cada una de estas etapas conceptos importantes y su teoría será discutida. En adición, el curso incluirá formulaciones y sistemas de envío noveles. ",1,Form Farm y Mec Env Drog,Pharm Form & Drug Del,3.0,54.0,2.0,2,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,14-Prontuario Pharmaceutical Formulation and Drug Delivery.docx;PHSC 8436 Pharmaceutical Formulation and Drug Delivery_7nov2022.docx;Prontuario Pharmaceutical Formulation and Drug Delivery_04Abr21.docx,2022-11-07,PhD,
PHSC_8437,Farmacogenómica/Farmacogenética,Pharmacogenomics/Pharmacogenetics,"Este curso tiene como objetivo abordar los fundamentos de la Farmacogenómica en aras de potenciar el uso seguro y efectivo (beneficios) del medicamento, como parte de la estrategia de personalización de la medicina. Se integran conocimientos derivados de disciplinas como genética, farmacocinética y fármaco-terapéutica. De esta manera el estudiante está en condiciones de comprender mejor los beneficios y riesgos potenciales de un medicamento en una población específica. Además, se incorporan o refuerzan los conceptos de medicina personalizada, polimorfismo genético, variabilidad poblacional e individual, y de interacciones metabólicas. Este curso aborda, mediante conferencias, estudio de casos, utilizando estrategias de aprendizaje activo y recursos de tecnología informática, las diferencias genéticas que explican porque algunas personas responden positivamente a un tratamiento, mientras otras no responden o desarrollan eventos adversos. ",1,Farmacogeno/Farmacogenet,Pharmacogen/Pharmacogenet,3.0,54.0,2.0,2,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,15-Prontuario Pharmacogenomics-Pharmacogenetics CE.docx;PHSC 8437 Pharmacogenomics-Pharmacogenetics_7nov2022.docx;Prontuario Pharmacogenomics-Pharmacogenetics_04Abr21.docx,2022-11-07,PhD,
PHSC_8447,Principios de Descubrimiento y Desarrollo de Fármacos,Principles of Drug Discovery and Drug Development,"Este curso está diseñado para proporcionar al alumno una comprensión profunda de cómo las instituciones académicas, las compañías farmacéuticas y de biotecnología descubren, desarrollan y caracterizan a los nuevos candidatos a fármacos para ensayos clínicos. El curso se centrará en el desarrollo de moléculas pequeñas y medicamentos biológicos y seguirá el camino del descubrimiento a través de la identificación de una enfermedad, la selección de objetivos biológicos y la identificación de un candidato potencial para la caracterización preclínica del medicamento necesario para el desarrollo. ",1,Prin Desc y Desar Drogas,Prin Drug Discv & Develop,3.0,54.0,1.0,1,False,False,Ninguno,,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,16-Prontuario Principles of Drug Discovery and Drug Development.docx;PHSC 8447 Principles of Drug Discovery and Drug Development_7nov2022.docx;Prontuario Principles of Drug Discovery and Drug Development_04Abr21.docx,2022-11-07,PhD,
PHSC_8500,Emprendimiento y desarrollo de negocio en el sector de la industria biofarmacéutica,,"El objetivo del curso es ir más allá del aprendizaje obtenido en el curso PHSC 8338, negocios, calidad y manejo de proyectos, llevando los mismos al siguiente nivel, mediante la creación de una empresa, o el establecimiento de una colaboración académica con la industria, y el desarrollo del talento de los estudiantes. El curso parte del aprendizaje de los estudiantes a través del programa doctoral en ciencias farmacéuticas, y sus investigaciones, para convertirlo en nuevos productos y servicios, o creando oportunidades de crecimiento empresarial en compañías establecidas. Los estudiantes y sus investigadores mentores serán guiados en el desarrollo de sus ideas de negocio hasta formalizar los modelos de negocio de innovación, o los proyectos de negocio para la transferencia de tecnología o conocimiento en una empresa establecida. Este curso se ofrecerá de manera presencial.",1,,,3.0,54.0,2.0,2,False,True,,,,,2023-09-13 AFalcon-CCadilla codif PHSC 8500 8501 8605 modif 8516.pdf;PHSC 8500 EmprendimientoSOL.pdf;PHSC 8500 EmprendimientoSOL-Registro.pdf;PHSC 8500- Entrepreneurship and Business Development in the Biopharmaceutical Industry Sector.docx,2024-01-01,PhD,
PHSC_8501,Nanotecnología Farmacéutica,,"Este curso se enfoca en los fundamentos de la nanotecnología en la investigación farmacéutica y abarca la comprensión de los nanomateriales para diversas aplicaciones médicas. El curso seguirá (I) métodos de preparación y caracterización de varios tipos de nanoestructuras, (II) conceptos y mecanismos de direccionamiento de fármacos, (III) aplicaciones farmacéuticas y biomédicas de nanosistemas para la administración de fármacos y aplicaciones teragnósticas, (IV) interacción de nanopartículas con sistemas biológicos y aspectos de toxicidad de los nanomateriales e (VI) interpretación de los conocimientos adquiridos en un enfoque práctico. Este curso también guiará a los estudiantes a comprender cómo se pueden diseñar nanoestructuras para servir diversas razones farmacéuticas y biomédicas. Este curso se ofrecerá de manera presencial.",1,,,3.0,54.0,2.0,2,False,True,,,,,2023-09-13 AFalcon-CCadilla codif PHSC 8500 8501 8605 modif 8516.pdf;PHSC 8501 Nanotecnologia Farmaceutica.pdf;PHSC 8501 Nanotecnologia Farmaceutica-Registro.pdf;PHSC 8501-Pharmaceutical Nanotechnology.docx,2024-01-01,PhD,
PHSC_8516,Principios de las Ciencias Farmacéuticas,Principles of Pharmaceutical Sciences,"Este curso incluye la introducción a los principios químicos y físicos de farmacia y su aplicación en formulación, diseño y desarrollo de formas de dosificación farmacéutica y sistemas de envío de medicamentos. El curso también incluye las interacciones biológicas y fisicoquímicas asociadas a la efectividad y diseño de los medicamentos. Este curso se ofrecerá de manera presencial.",1,Prin Cien Farm,Prin Pharm Sci,3.0,54.0,1.0,1,True,False,Ninguno,,"Cambio en descripción. Fecha de efectividad Agosto 2024._x000d_
_x000d_
Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 7/nov/22_x000d_
_x000d_
Se añadieron políticas institucionales revisadas (4 ABR 21)",,17-Prontuario Principles of Pharmaceutical Sciences CE.docx;PHSC 8516 Principios de Ciencias Farmaceuticas-Formulario Cambio.pdf;PHSC 8516 Principles of Pharmaceutical Sciences-(9-13-23).docx;PHSC 8516 Principles of Pharmaceutical Sciences_7nov2022.docx;Prontuario Principles of Pharmaceutical Sciences_04Abr21.docx,2022-11-07,PhD,2023-09-13 AFalcon-CCadilla codif PHSC 8500 8501 8605 modif 8516.pdf;PHSC 8516 Principios de Ciencias Farmaceuticas.pdf
